totalPitchingCount,B,S,O,b1,b2,b3,pitcher,pitcherHand,batter,batterHand,pitchType,speed,ballX,ballY,y,inning_number,inning_tb,batter_isPitcher,ballWidthLabel,ballHeightLabel,pitch_category,bottomTeam,topTeam,place,minute,hour,day,month,year,day_of_week,day_of_year,pitcher_order,batter_order
2,1,0,1,False,False,False,中村 稔弥,1,ロメロ,0,カーブ,117.0,2,1,0,3,1,0,3,2,1,9,5,9,0,18,30,6,2020,1,182,2,6
3,2,0,1,False,False,False,中村 稔弥,1,ロメロ,0,ストレート,144.0,18,9,0,3,1,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,2,6
4,2,1,1,False,False,False,中村 稔弥,1,ロメロ,0,ストレート,142.0,21,7,0,3,1,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,2,6
5,3,1,1,False,False,False,中村 稔弥,1,ロメロ,0,シンカー,131.0,9,1,0,3,1,0,2,2,1,9,5,9,0,18,30,6,2020,1,182,2,6
1,0,0,1,True,False,False,中村 稔弥,1,銀次,1,ストレート,145.0,5,5,0,3,1,0,1,1,0,9,5,9,0,18,30,6,2020,1,182,2,7
2,0,1,1,True,False,False,中村 稔弥,1,銀次,1,スライダー,125.0,17,3,0,3,1,0,3,2,1,9,5,9,0,18,30,6,2020,1,182,2,7
3,0,2,1,True,False,False,中村 稔弥,1,銀次,1,スライダー,124.0,12,0,0,3,1,0,2,2,1,9,5,9,0,18,30,6,2020,1,182,2,7
4,1,2,1,True,False,False,中村 稔弥,1,銀次,1,ストレート,144.0,18,7,0,3,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,7
1,0,0,2,True,False,False,中村 稔弥,1,太田 光,0,シンカー,131.0,10,9,0,3,1,0,2,0,1,9,5,9,0,18,30,6,2020,1,182,2,8
2,0,1,2,True,False,False,中村 稔弥,1,太田 光,0,ストレート,143.0,9,1,0,3,1,0,2,2,0,9,5,9,0,18,30,6,2020,1,182,2,8
3,0,2,2,True,False,False,中村 稔弥,1,太田 光,0,ストレート,144.0,1,5,0,3,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,2,8
1,0,0,0,False,False,False,弓削 隼人,1,マーティン,1,スライダー,124.0,14,5,0,4,0,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,1,5
2,0,1,0,False,False,False,弓削 隼人,1,マーティン,1,ストレート,137.0,21,6,0,4,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,1,5
3,1,1,0,False,False,False,弓削 隼人,1,マーティン,1,ストレート,139.0,16,5,0,4,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,1,5
4,1,2,0,False,False,False,弓削 隼人,1,マーティン,1,ストレート,139.0,20,8,0,4,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,5
5,2,2,0,False,False,False,弓削 隼人,1,マーティン,1,シンカー,139.0,4,8,0,4,0,0,1,0,1,9,5,9,0,18,30,6,2020,1,182,1,5
6,3,2,0,False,False,False,弓削 隼人,1,マーティン,1,ストレート,140.0,14,7,1,4,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,5
1,0,0,0,True,False,False,弓削 隼人,1,中村 奨吾,0,カーブ,117.0,8,8,0,4,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,6
1,0,0,1,True,False,False,弓削 隼人,1,井上 晴哉,0,ストレート,140.0,4,8,0,4,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,7
2,0,1,1,True,False,False,弓削 隼人,1,井上 晴哉,0,フォーク,124.0,21,10,0,4,0,0,1,0,2,9,5,9,0,18,30,6,2020,1,182,1,7
3,1,1,1,False,True,False,弓削 隼人,1,井上 晴哉,0,シンカー,138.0,1,9,0,4,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,7
4,2,1,1,False,True,False,弓削 隼人,1,井上 晴哉,0,シンカー,136.0,12,9,0,4,0,0,2,0,1,9,5,9,0,18,30,6,2020,1,182,1,7
5,2,2,1,False,True,False,弓削 隼人,1,井上 晴哉,0,カットファストボール,132.0,21,7,0,4,0,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,1,7
6,3,2,1,False,True,False,弓削 隼人,1,井上 晴哉,0,カーブ,118.0,16,8,1,4,0,0,1,0,1,9,5,9,0,18,30,6,2020,1,182,1,7
1,0,0,1,True,False,False,弓削 隼人,1,田村 龍弘,0,シンカー,135.0,4,7,0,4,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,8
2,0,1,1,True,False,False,弓削 隼人,1,田村 龍弘,0,ストレート,137.0,21,10,0,4,0,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,1,8
3,1,1,1,True,False,False,弓削 隼人,1,田村 龍弘,0,フォーク,124.0,12,3,0,4,0,0,2,2,2,9,5,9,0,18,30,6,2020,1,182,1,8
4,1,2,1,True,False,False,弓削 隼人,1,田村 龍弘,0,ストレート,136.0,17,7,0,4,0,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,1,8
1,0,0,2,True,False,False,弓削 隼人,1,藤岡 裕大,1,カットファストボール,129.0,21,6,0,4,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,1,9
2,1,0,2,True,False,False,弓削 隼人,1,藤岡 裕大,1,ストレート,135.0,12,5,0,4,0,0,2,1,0,9,5,9,0,18,30,6,2020,1,182,1,9
1,0,0,0,False,False,False,中村 稔弥,1,辰己 涼介,1,ストレート,140.0,19,6,0,4,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,2,9
2,0,1,0,False,False,False,中村 稔弥,1,辰己 涼介,1,スライダー,125.0,16,10,0,4,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,9
3,1,1,0,False,False,False,中村 稔弥,1,辰己 涼介,1,スライダー,125.0,11,0,0,4,1,0,2,2,1,9,5,9,0,18,30,6,2020,1,182,2,9
4,2,1,0,False,False,False,中村 稔弥,1,辰己 涼介,1,ストレート,142.0,11,7,0,4,1,0,2,0,0,9,5,9,0,18,30,6,2020,1,182,2,9
5,2,2,0,False,False,False,中村 稔弥,1,辰己 涼介,1,ストレート,140.0,21,7,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,9
6,3,2,0,False,False,False,中村 稔弥,1,辰己 涼介,1,ストレート,141.0,4,0,0,4,1,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,2,9
1,0,0,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,142.0,13,7,0,4,1,0,2,0,0,9,5,9,0,18,30,6,2020,1,182,2,1
2,0,1,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,143.0,17,9,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,1
3,0,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,146.0,14,7,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,1
4,0,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,スライダー,123.0,13,0,0,4,1,0,2,2,1,9,5,9,0,18,30,6,2020,1,182,2,1
5,1,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,141.0,20,9,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,1
6,2,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,シンカー,131.0,7,6,0,4,1,0,1,1,1,9,5,9,0,18,30,6,2020,1,182,2,1
7,2,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,シンカー,131.0,5,9,0,4,1,0,1,0,1,9,5,9,0,18,30,6,2020,1,182,2,1
8,2,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,142.0,15,3,0,4,1,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,2,1
9,2,2,0,True,False,False,中村 稔弥,1,茂木 栄五郎,1,シンカー,132.0,16,9,0,4,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,1
11,3,2,0,False,True,False,中村 稔弥,1,茂木 栄五郎,1,シンカー,132.0,8,10,0,4,1,0,1,0,1,9,5,9,0,18,30,6,2020,1,182,2,1
12,3,2,0,False,True,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,142.0,13,4,0,4,1,0,2,1,0,9,5,9,0,18,30,6,2020,1,182,2,1
13,3,2,0,False,True,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,144.0,15,5,0,4,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,2,1
14,3,2,0,False,True,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,142.0,3,1,0,4,1,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,2,1
15,3,2,0,False,True,False,中村 稔弥,1,茂木 栄五郎,1,ストレート,141.0,15,10,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,1
1,0,0,0,True,True,False,中村 稔弥,1,鈴木 大地,1,スライダー,127.0,2,0,0,4,1,0,1,2,1,9,5,9,0,18,30,6,2020,1,182,2,2
2,0,1,0,True,True,False,中村 稔弥,1,鈴木 大地,1,ストレート,142.0,6,0,0,4,1,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,2,2
3,1,1,0,True,True,False,中村 稔弥,1,鈴木 大地,1,ストレート,141.0,21,7,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,2
4,2,1,0,True,True,False,中村 稔弥,1,鈴木 大地,1,ストレート,140.0,12,7,0,4,1,0,2,0,0,9,5,9,0,18,30,6,2020,1,182,2,2
5,2,2,0,True,True,False,中村 稔弥,1,鈴木 大地,1,ストレート,143.0,8,6,0,4,1,0,1,1,0,9,5,9,0,18,30,6,2020,1,182,2,2
1,0,0,1,True,True,False,中村 稔弥,1,ブラッシュ,0,シンカー,131.0,1,10,0,4,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,3
2,0,1,1,True,True,False,中村 稔弥,1,ブラッシュ,0,シンカー,131.0,5,10,0,4,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,3
3,0,2,1,True,True,False,中村 稔弥,1,ブラッシュ,0,シンカー,129.0,3,10,0,4,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,3
4,1,2,1,True,True,False,中村 稔弥,1,ブラッシュ,0,ストレート,141.0,13,2,1,4,1,0,2,2,0,9,5,9,0,18,30,6,2020,1,182,2,3
1,0,0,2,False,True,False,中村 稔弥,1,浅村 栄斗,0,ストレート,143.0,21,9,0,4,1,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,2,4
2,1,0,2,False,True,False,中村 稔弥,1,浅村 栄斗,0,ストレート,144.0,1,5,0,4,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,2,4
3,2,0,2,False,True,False,中村 稔弥,1,浅村 栄斗,0,シンカー,131.0,9,6,0,4,1,0,2,1,1,9,5,9,0,18,30,6,2020,1,182,2,4
4,2,1,2,False,True,False,中村 稔弥,1,浅村 栄斗,0,ストレート,143.0,6,9,0,4,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,4
5,3,1,2,False,True,False,中村 稔弥,1,浅村 栄斗,0,シンカー,130.0,13,7,1,4,1,0,2,0,1,9,5,9,0,18,30,6,2020,1,182,2,4
1,0,0,2,False,False,False,中村 稔弥,1,島内 宏明,1,ストレート,142.0,17,2,0,4,1,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,2,5
2,0,1,2,False,False,False,中村 稔弥,1,島内 宏明,1,スライダー,128.0,18,9,0,4,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,5
1,0,0,0,False,False,False,弓削 隼人,1,荻野 貴司,0,ストレート,135.0,17,5,0,5,0,0,1,1,0,9,5,9,0,18,30,6,2020,1,182,1,1
2,0,1,0,False,False,False,弓削 隼人,1,荻野 貴司,0,ストレート,136.0,17,4,0,5,0,0,1,1,0,9,5,9,0,18,30,6,2020,1,182,1,1
3,0,2,0,False,False,False,弓削 隼人,1,荻野 貴司,0,フォーク,128.0,21,10,0,5,0,0,1,0,2,9,5,9,0,18,30,6,2020,1,182,1,1
4,1,2,0,False,False,False,弓削 隼人,1,荻野 貴司,0,フォーク,126.0,18,10,0,5,0,0,1,0,2,9,5,9,0,18,30,6,2020,1,182,1,1
1,0,0,1,False,False,False,弓削 隼人,1,角中 勝也,1,カーブ,116.0,7,1,0,5,0,0,1,2,1,9,5,9,0,18,30,6,2020,1,182,1,2
2,1,0,1,False,False,False,弓削 隼人,1,角中 勝也,1,ストレート,135.0,11,3,1,5,0,0,2,2,0,9,5,9,0,18,30,6,2020,1,182,1,2
1,0,0,1,True,False,False,弓削 隼人,1,清田 育宏,0,シンカー,132.0,9,10,0,5,0,0,2,0,1,9,5,9,0,18,30,6,2020,1,182,1,3
2,0,1,1,True,False,False,弓削 隼人,1,清田 育宏,0,シンカー,133.0,2,8,0,5,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,3
3,0,2,1,True,False,False,弓削 隼人,1,清田 育宏,0,フォーク,125.0,8,4,0,5,0,0,3,1,2,9,5,9,0,18,30,6,2020,1,182,1,3
4,0,2,1,True,False,False,弓削 隼人,1,清田 育宏,0,シンカー,136.0,6,7,0,5,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,3
1,0,0,0,False,False,False,石崎 剛,0,ロメロ,0,スライダー,138.0,2,7,0,5,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,3,6
2,1,0,0,False,False,False,石崎 剛,0,ロメロ,0,ストレート,149.0,17,7,0,5,1,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,3,6
3,1,1,0,False,False,False,石崎 剛,0,ロメロ,0,ストレート,149.0,3,1,0,5,1,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,3,6
4,2,1,0,False,False,False,石崎 剛,0,ロメロ,0,スライダー,130.0,8,10,0,5,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,3,6
5,2,2,0,False,False,False,石崎 剛,0,ロメロ,0,スライダー,139.0,3,10,0,5,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,3,6
1,0,0,1,False,False,False,石崎 剛,0,銀次,1,ストレート,150.0,16,6,0,5,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,7
2,0,1,1,False,False,False,石崎 剛,0,銀次,1,ストレート,151.0,8,2,0,5,1,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,3,7
1,0,0,2,False,False,False,石崎 剛,0,太田 光,0,ストレート,150.0,12,2,0,5,1,0,2,2,0,9,5,9,0,18,30,6,2020,1,182,3,8
2,0,1,2,False,False,False,石崎 剛,0,太田 光,0,ストレート,151.0,7,1,0,5,1,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,3,8
3,0,2,2,False,False,False,石崎 剛,0,太田 光,0,ストレート,148.0,11,3,0,5,1,0,2,2,0,9,5,9,0,18,30,6,2020,1,182,3,8
4,0,2,2,False,False,False,石崎 剛,0,太田 光,0,ストレート,150.0,17,0,0,5,1,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,3,8
5,0,2,2,False,False,False,石崎 剛,0,太田 光,0,スライダー,135.0,1,10,0,5,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,3,8
6,1,2,2,False,False,False,石崎 剛,0,太田 光,0,ストレート,149.0,3,7,0,5,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,8
7,1,2,2,False,False,False,石崎 剛,0,太田 光,0,スライダー,128.0,18,6,0,5,1,0,1,1,1,9,5,9,0,18,30,6,2020,1,182,3,8
1,0,0,0,False,False,False,弓削 隼人,1,レアード,0,カーブ,114.0,9,5,0,6,0,0,2,1,1,9,5,9,0,18,30,6,2020,1,182,1,4
2,0,1,0,False,False,False,弓削 隼人,1,レアード,0,ストレート,138.0,6,6,0,6,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,1,4
1,0,0,1,False,False,False,弓削 隼人,1,マーティン,1,ストレート,135.0,16,9,0,6,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,5
2,1,0,1,False,False,False,弓削 隼人,1,マーティン,1,ストレート,133.0,7,5,0,6,0,0,1,1,0,9,5,9,0,18,30,6,2020,1,182,1,5
3,1,1,1,False,False,False,弓削 隼人,1,マーティン,1,カーブ,112.0,16,6,0,6,0,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,1,5
4,1,2,1,False,False,False,弓削 隼人,1,マーティン,1,スライダー,127.0,21,9,0,6,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,5
5,1,2,1,False,False,False,弓削 隼人,1,マーティン,1,フォーク,130.0,4,4,0,6,0,0,1,1,2,9,5,9,0,18,30,6,2020,1,182,1,5
6,1,2,1,False,False,False,弓削 隼人,1,マーティン,1,スライダー,128.0,21,5,0,6,0,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,1,5
7,2,2,1,False,False,False,弓削 隼人,1,マーティン,1,ストレート,139.0,18,7,0,6,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,5
1,0,0,2,False,False,False,弓削 隼人,1,中村 奨吾,0,シンカー,136.0,7,10,0,6,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,1,6
2,1,0,2,False,False,False,弓削 隼人,1,中村 奨吾,0,ストレート,135.0,3,6,0,6,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,1,6
3,1,1,2,False,False,False,弓削 隼人,1,中村 奨吾,0,ストレート,141.0,12,9,1,6,0,0,2,0,0,9,5,9,0,18,30,6,2020,1,182,1,6
1,0,0,2,True,False,False,弓削 隼人,1,井上 晴哉,0,ストレート,136.0,5,4,0,6,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,1,7
2,0,1,2,True,False,False,弓削 隼人,1,井上 晴哉,0,ストレート,135.0,21,10,0,6,0,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,1,7
3,1,1,2,True,False,False,弓削 隼人,1,井上 晴哉,0,ストレート,136.0,1,7,0,6,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,7
4,2,1,2,True,False,False,弓削 隼人,1,井上 晴哉,0,シンカー,132.0,17,10,0,6,0,0,1,0,1,9,5,9,0,18,30,6,2020,1,182,1,7
5,3,1,2,True,False,False,弓削 隼人,1,井上 晴哉,0,ストレート,136.0,6,2,1,6,0,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,1,7
1,0,0,2,True,True,False,弓削 隼人,1,佐藤 都志也,1,カットファストボール,127.0,21,10,0,6,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,1,10
2,1,0,2,True,True,False,弓削 隼人,1,佐藤 都志也,1,ストレート,136.0,7,0,0,6,0,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,1,10
3,2,0,2,True,True,False,弓削 隼人,1,佐藤 都志也,1,カーブ,117.0,21,3,0,6,0,0,3,2,1,9,5,9,0,18,30,6,2020,1,182,1,10
4,3,0,2,True,True,False,弓削 隼人,1,佐藤 都志也,1,ストレート,135.0,7,2,0,6,0,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,1,10
5,3,1,2,True,True,False,弓削 隼人,1,佐藤 都志也,1,カットファストボール,130.0,12,2,0,6,0,0,2,2,0,9,5,9,0,18,30,6,2020,1,182,1,10
1,0,0,0,False,False,False,石崎 剛,0,辰己 涼介,1,ストレート,149.0,1,8,0,6,1,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,3,9
2,1,0,0,False,False,False,石崎 剛,0,辰己 涼介,1,ストレート,149.0,1,5,0,6,1,0,1,1,0,9,5,9,0,18,30,6,2020,1,182,3,9
3,2,0,0,False,False,False,石崎 剛,0,辰己 涼介,1,ストレート,149.0,13,7,0,6,1,0,2,0,0,9,5,9,0,18,30,6,2020,1,182,3,9
1,0,0,1,False,False,False,石崎 剛,0,茂木 栄五郎,1,ストレート,152.0,17,4,0,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,1
2,0,1,1,False,False,False,石崎 剛,0,茂木 栄五郎,1,カットファストボール,136.0,9,7,0,6,1,0,2,0,0,9,5,9,0,18,30,6,2020,1,182,3,1
1,0,0,2,False,False,False,石崎 剛,0,鈴木 大地,1,カーブ,116.0,21,9,0,6,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,3,2
2,1,0,2,False,False,False,石崎 剛,0,鈴木 大地,1,スライダー,129.0,20,5,0,6,1,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,3,2
3,1,1,2,False,False,False,石崎 剛,0,鈴木 大地,1,ストレート,151.0,7,8,0,6,1,0,1,0,0,9,5,9,0,18,30,6,2020,1,182,3,2
4,1,2,2,False,False,False,石崎 剛,0,鈴木 大地,1,フォーク,142.0,21,6,1,6,1,0,3,1,2,9,5,9,0,18,30,6,2020,1,182,3,2
1,0,0,2,True,False,False,石崎 剛,0,ブラッシュ,0,カットファストボール,137.0,1,10,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,3
2,1,0,2,True,False,False,石崎 剛,0,ブラッシュ,0,ストレート,147.0,6,7,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,3
3,1,1,2,True,False,False,石崎 剛,0,ブラッシュ,0,スライダー,127.0,9,6,0,6,1,0,2,1,1,9,5,9,0,18,30,6,2020,1,182,3,3
4,1,2,2,True,False,False,石崎 剛,0,ブラッシュ,0,カットファストボール,137.0,1,10,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,3
5,2,2,2,True,False,False,石崎 剛,0,ブラッシュ,0,ストレート,148.0,9,5,0,6,1,0,2,1,0,9,5,9,0,18,30,6,2020,1,182,3,3
6,2,2,2,True,False,False,石崎 剛,0,ブラッシュ,0,カットファストボール,133.0,1,10,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,3
7,3,2,2,True,False,False,石崎 剛,0,ブラッシュ,0,スライダー,129.0,6,6,1,6,1,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,3,3
1,0,0,2,True,False,True,石崎 剛,0,浅村 栄斗,0,ストレート,148.0,1,7,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,4
2,1,0,2,True,False,True,石崎 剛,0,浅村 栄斗,0,ストレート,148.0,1,10,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,4
3,2,0,2,True,False,True,石崎 剛,0,浅村 栄斗,0,ストレート,147.0,1,10,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,4
4,3,0,2,True,False,True,石崎 剛,0,浅村 栄斗,0,ストレート,147.0,2,5,0,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,4
5,3,1,2,True,False,True,石崎 剛,0,浅村 栄斗,0,スライダー,129.0,8,10,0,6,1,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,3,4
1,0,0,2,True,True,True,石崎 剛,0,島内 宏明,1,ストレート,148.0,16,5,0,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,5
2,0,1,2,True,True,True,石崎 剛,0,島内 宏明,1,ストレート,147.0,17,2,0,6,1,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,3,5
3,0,2,2,True,True,True,石崎 剛,0,島内 宏明,1,ストレート,147.0,21,5,0,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,5
4,1,2,2,True,True,True,石崎 剛,0,島内 宏明,1,ストレート,145.0,11,5,1,6,1,0,2,1,0,9,5,9,0,18,30,6,2020,1,182,3,5
1,0,0,2,False,True,True,石崎 剛,0,ロメロ,0,スライダー,127.0,11,10,0,6,1,0,2,0,1,9,5,9,0,18,30,6,2020,1,182,3,6
2,1,0,2,False,True,True,石崎 剛,0,ロメロ,0,ストレート,148.0,6,6,0,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,6
3,1,1,2,False,True,True,石崎 剛,0,ロメロ,0,ストレート,147.0,6,7,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,6
4,1,2,2,False,True,True,石崎 剛,0,ロメロ,0,ストレート,147.0,7,5,0,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,6
5,1,2,2,False,True,True,石崎 剛,0,ロメロ,0,スライダー,130.0,1,6,0,6,1,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,3,6
6,2,2,2,False,True,True,石崎 剛,0,ロメロ,0,ストレート,147.0,1,10,0,6,1,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,3,6
7,3,2,2,False,True,True,石崎 剛,0,ロメロ,0,ストレート,148.0,4,6,1,6,1,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,3,6
1,0,0,2,False,False,False,石崎 剛,0,銀次,1,スライダー,128.0,21,5,0,6,1,0,3,1,1,9,5,9,0,18,30,6,2020,1,182,3,7
2,1,0,2,False,False,False,石崎 剛,0,銀次,1,ストレート,148.0,12,6,0,6,1,0,2,1,0,9,5,9,0,18,30,6,2020,1,182,3,7
1,0,0,0,False,False,False,酒居 知史,0,藤岡 裕大,1,スライダー,136.0,20,10,0,7,0,0,3,0,1,9,5,9,0,18,30,6,2020,1,182,2,9
2,1,0,0,False,False,False,酒居 知史,0,藤岡 裕大,1,ストレート,144.0,12,5,0,7,0,0,2,1,0,9,5,9,0,18,30,6,2020,1,182,2,9
3,1,1,0,False,False,False,酒居 知史,0,藤岡 裕大,1,カーブ,119.0,18,3,0,7,0,0,3,2,1,9,5,9,0,18,30,6,2020,1,182,2,9
4,1,2,0,False,False,False,酒居 知史,0,藤岡 裕大,1,フォーク,136.0,16,10,0,7,0,0,3,0,2,9,5,9,0,18,30,6,2020,1,182,2,9
5,2,2,0,False,False,False,酒居 知史,0,藤岡 裕大,1,ストレート,145.0,21,3,0,7,0,0,3,2,0,9,5,9,0,18,30,6,2020,1,182,2,9
6,3,2,0,False,False,False,酒居 知史,0,藤岡 裕大,1,フォーク,134.0,11,7,0,7,0,0,2,0,2,9,5,9,0,18,30,6,2020,1,182,2,9
1,0,0,1,False,False,False,酒居 知史,0,荻野 貴司,0,フォーク,134.0,13,6,0,7,0,0,2,1,2,9,5,9,0,18,30,6,2020,1,182,2,1
2,0,1,1,False,False,False,酒居 知史,0,荻野 貴司,0,フォーク,134.0,10,10,0,7,0,0,2,0,2,9,5,9,0,18,30,6,2020,1,182,2,1
3,1,1,1,False,False,False,酒居 知史,0,荻野 貴司,0,ストレート,144.0,3,4,0,7,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,2,1
4,1,2,1,False,False,False,酒居 知史,0,荻野 貴司,0,ストレート,144.0,1,9,0,7,0,0,3,0,0,9,5,9,0,18,30,6,2020,1,182,2,1
5,2,2,1,False,False,False,酒居 知史,0,荻野 貴司,0,フォーク,134.0,8,10,0,7,0,0,3,0,2,9,5,9,0,18,30,6,2020,1,182,2,1
6,3,2,1,False,False,False,酒居 知史,0,荻野 貴司,0,ストレート,146.0,8,5,0,7,0,0,3,1,0,9,5,9,0,18,30,6,2020,1,182,2,1
7,3,2,1,False,False,False,酒居 知史,0,荻野 貴司,0,シュート,143.0,19,3,0,7,0,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,2,1
8,3,2,1,False,False,False,酒居 知史,0,荻野 貴司,0,シュート,143.0,15,0,0,7,0,0,1,2,0,9,5,9,0,18,30,6,2020,1,182,2,1
1,0,0,1,True,False,False,酒居 知史,0,角中 勝也,1,スライダー,135.0,2,4,0,7,0,0,1,1,1,9,5,9,0,18,30,6,2020,1,182,2,2
2,1,0,1,True,False,False,酒居 知史,0,角中 勝也,1,スライダー,133.0,12,6,0,7,0,0,2,1,1,9,5,9,0,18,30,6,2020,1,182,2,2
